song_id,description,episode_id,tvshow_id
145744,Josie and Veronica sing at the campaign rally; Ethel begins to pass out a flier on Veronica.,tt7124328,tt5420376
145743,Archie rushes to South Side High to find Jughead and the Serpents chained to the school.,tt7124328,tt5420376
145781,Archie and the wrestles cut the chains off the serpents,tt7124328,tt5420376
246654,,tt7124328,tt5420376
246655,,tt7124370,tt5420376
44386,Archie makes a deal with Reggie for swap of support; Veronica meets Toni in the lobby of her building for their mission.,tt7124370,tt5420376
146340,"Toni and Veronica search through Sisters of Quiet Mercy building for Cheryl; Toni finds Cheryl watching a film with rest of immates, she tells her she's there to save her, they embrace with a kiss.",tt7124370,tt5420376
128156,Veronica drives herself and Archie to school in Archie's new car; Toni asks Cheryl what are her plans to do about her mother and uncle.,tt7124370,tt5420376
147750,Betty and Veronica ready for school; Cheryl and Toni practice a cheerleader routine; Archie turns down a ride from his dad and takes his own car; the musical cast meets up on the auditorium stage.,tt7124394,tt5420376
147754,Cheryl shows off her singing skills to  the doubters of her voice and rightness for the role.,tt7124394,tt5420376
147751,Betty and Veronica perform a song together.,tt7124394,tt5420376
147752,Alice stops by Pop's to talk with FP but he rebuffs her flirtatious advances.,tt7124394,tt5420376
147757,Josie fakes niceness with Cheryl as singings when Cheryl calls it to a stop; Cheryl sings an apology to Josie.,tt7124394,tt5420376
147753,Veronica sings a solo as Betty watches from backstage.,tt7124394,tt5420376
147758,Alice rehearses with Midge as Cheryl understudy but instead sings to Betty instead.,tt7124394,tt5420376
147755,Betty and Archie sing together as Tommy and Sue; Betty comes to talk to Veronica.,tt7124394,tt5420376
147759,Everyone gets ready for the play backstage; Cheryl arrives at Thistle House in her Carrie attire carry a bucket of blood.,tt7124394,tt5420376
147763,"Playgoers take their seats; FP sees Alice greeting with Hal, then turns around and leaves; Kevin finds Fangs in Midge's dressing room; Jughead finds incriminating evidence in Ethel's dressing room.",tt7124394,tt5420376
147764,"Veronica, Betty, Archie and Chuck do a tongue twister as a vocal warm-up as they hanging out together in a dressing room.",tt7124394,tt5420376
147756,Alice preforms as Margaret when tragedy strikes the play.,tt7124394,tt5420376
147779,,tt7124394,tt5420376
192474,,tt7124394,tt5420376
147781,Deleted scene,tt7124394,tt5420376
192471,,tt7124394,tt5420376
148078,Cheryl sings at Midge's funeral.,tt7124426,tt5420376
246656,,tt7124426,tt5420376
148085,"Veronica meets Nick at Pop's for their exchange, she asks for proof that Archie is alive.",tt7124426,tt5420376
102970,Betty takes a breather in the kitchen when her phone begins to ring with be the Black Hood's ringtone; (repeats) The Black Hood call's Betty again.,tt7124426,tt5420376
270682,Archie tries to escape. Nick and Veronica are talking as Archie runs down the street to rescue her.,tt7124426,tt5420376
148413,2x20 Trailer.,tt7124490,tt5420376
4385,Veronica interviewing the guys at Pop’s.,tt7124490,tt5420376
246658,At Pop's Jughead ad FP talk about Fangs,tt7124490,tt5420376
149149,(0:26) Cheryl paints her nails when Betty calls her.,tt7124490,tt5420376
148438,Veronica tells Fred she's now going to support his run for mayor; Veronica and Archie go back to Archie's room where they have sex,tt7124490,tt5420376
148421,"Jughead and the Serpents leave the station with Fangs, they wade through the crowd of protestors; Archie arrives at the police station he tries to stop Reggie when Fangs is shot.",tt7124490,tt5420376
128414,Betty waits for her father to arrive for confrontation.,tt7124490,tt5420376
246657,,tt7124490,tt5420376
246659,,tt7124490,tt5420376
246660,,tt7124490,tt5420376
149088,Archie calls Jughead to ask where the Serpents are only to find out that they're with him at the White Wyrm. Archie figures out that the rioter outside of Pop's are the Ghoulies.,tt7124590,tt5420376
135834,Jughead waits at the White Wyrm when he gets a call from Penny telling him she has Toni and wants to meet up with him or she'll harm Toni if he doesn't show up.,tt7124590,tt5420376
149093,Veronica and Hermione tell Hiram the bodies are for him to clean up. Hal is arrested by Sheriff Keller. Betty tells Archie that her father was the Blackhood. Jughead calls Betty to tell her goodbye.,tt7124590,tt5420376
149094,"Betty and Archie arrive as FP carries Jughead's limp, blood covered body out of the woods.",tt7124590,tt5420376
246665,[Chiffons cover version],tt7124636,tt5420376
49170,"Jughead, Archie, Cheryl, and Toni lead the last of the Serpents over the the North Side away from the South Side to hide as the raid on the White Wyrm by the police begins.",tt7124636,tt5420376
149501,"Archie, Jughead, Cheryl, Toni, and Veronica lead a protest against Principal Weatherbee discriminate of the Serpents.",tt7124636,tt5420376
246667,,tt7124636,tt5420376
149502,"Hiram arrives at the Whyte Worm to meet with Hogeye only to find Veronica there, who tells him she bought the bar two hours before but she offers a trade of Pop's for it.",tt7124636,tt5420376
149505,Jughead is named King Serpent then gives Cheryl her official Serpent colors and jacket as a Lady Serpent .,tt7124636,tt5420376
149713,"Archie, Veronica, Betty and Jughead sit in a booth at Pop's and discuss building a speakeasy",tt7124636,tt5420376
149506,Josie sings the the national anthem when Sheriff Minetta and the police arrives to arrest Archie.,tt7124636,tt5420376
149508,The police arrest Archie for the murder of Cassidy as Hiram watches from a distant shadow.,tt7124636,tt5420376
160871,"Archie, Veronica, Betty and Jughead plan for the long Labor Day weekend when Cheryl comes in to Pop's to announce a party.",tt8227226,tt5420376
153596,Josie lets Sweet Pea know that their three month affair is just that; Kevin suggests a 'lose virginity' pact to Moose; Archie asks Reggie to keep the peace between the Bulldogs and Serpents.,tt8227226,tt5420376
143967,"At Pop's, Jughead, Betty, Veronica and Archie contemplate how to prove Archie's innocence.",tt8227226,tt5420376
160872,Josie tells Veronica that she knows a way that she can speak with the jury; Fangs informs Jughead that the Ghoulies have Hot Dog.,tt8227226,tt5420376
111552,"Jughead gives out orders to follow and track the Ghoulies; FP finishes Archie's Serpents' tattoo, then he and Jughead give Archie advice on how to handle prison.",tt8227226,tt5420376
154744,"A horn disrupts the conversation between Betty, her mother, and Polly; Archie drives himself, Veronica, Jughead and Betty to Sweetwater Swimming Hole.",tt8227226,tt5420376
160873,Archie is taken into custody to juvenile detention after taking the DA's plea bargain; Archie tells Veronica he loves her; Betty embraces Veronica as Hiram glares onward.,tt8227226,tt5420376
281151,,tt8227226,tt5420376
163092,,tt8227226,tt5420376
281152,,tt8227226,tt5420376
178552,,tt8227226,tt5420376
167968,,tt8227226,tt5420376
202813,,tt8227226,tt5420376
161748,Archie and several others are processed into the Leopold and Loeb Juvenile Detention Center; Archie is told by a guard that the Warden wants to see him.,tt8451418,tt5420376
176879,"[Original song by Bobby Darin] At Pop's, Fred tells Tom, FP, and Veronica that Archie has been processed into the juvenile detention center.",tt8451418,tt5420376
176878,,tt8451418,tt5420376
161749,Archie heads out into the yard with his new sneaks which both the Ghoulies and Serpents notice and head towards him.,tt8451418,tt5420376
176880,,tt8451418,tt5420376
161750,"Veronica, Cheryl, Josie, and the Riverdale Vixens cheer on Archie and the boys as they play football; Hiram shows up and tells Veronica she won't be allowed to visit Archie anymore.",tt8451418,tt5420376
164858,Reggie and Ronnie unpack supplies at La Bonne Nuit. The Sheriff is upstairs.,tt8451426,tt5420376
246520,Veronica and Betty at Pop's speak about the dinner and the speakeasy,tt8451426,tt5420376
163089,"Veronica, Toni and Cheryl sneak into the Whyte Worm to get evidence of the Ghoulie's Jingle Jangle operation for blackmail material.",tt8451426,tt5420376
163074,"Opening at La Bonne Nuit; Veronica thanks Cheryl and Toni for their help; Betty and Jughead discuss Ethel, Gryphons and Gargoyles, and the farm; Reggie tells Veronica they have a problem.",tt8451426,tt5420376
163091,Veronica invites her father into the speakeasy then tells Reggie to keep an eye on him.,tt8451426,tt5420376
163092,Josie sings during opening night of La Bonne Nuit; Archie gives a show for the warden as battle in the area of the pit.,tt8451426,tt5420376
246518,,tt8451426,tt5420376
246519,,tt8451426,tt5420376
246521,,tt8451426,tt5420376
18444,(Flashback) Alice Smith leaves her locker for the bathroom where she takes a pregnancy test.,tt8451432,tt5420376
53375,(Flashback) Six rebels in detention; Principal Featherhead leaves the detentionees alone;  Alice and FP make out.,tt8451432,tt5420376
146846,(Flashback) The six are left to write the 1000 essay; the detentionees bicker as Alice carves her initials into the window ledge.,tt8451432,tt5420376
104,Alice tells Betty how the group became friends after spending time with one another; (Flashback) Montage as the group spends weeks in detention with each other.,tt8451432,tt5420376
92922,Alice tells how the group named themselves the Midnight Club and took game into the real world; (Flashback) Sierra leaves the window open in Crumplebottom's class; The Midnight club grab costumes.,tt8451432,tt5420376
167968,"(Flashback) The Fred Heads give an impromptu performance; Alice finds her friends high on Fizzle Rocks, fulling around in the school; Alice goes to throw up. [original by Dokken]",tt8451432,tt5420376
47010,,tt8451432,tt5420376
122479,Alice tells Betty how all the Midnighters became the adults they are now; (Flashback) The Midnight Club disbands and goes their separate ways.,tt8451432,tt5420376
301093,"Beginning, Jughead narrates how the gang spent the summer in Riverdale.",tt8451432,tt5420376
301096,"(Flashback) FP, Alice, Penelope, Sierra, and Fred AKA The Midnight Club.",tt8451432,tt5420376
246516,[Cover version],tt8451428,tt5420376
169087,Veronica sneaks into the fight club locker room where she is reunited with Archie.,tt8451428,tt5420376
169088,Veronica and Reggie infiltrates the prison as part of the plan to spring Archie but run into a problem.,tt8451428,tt5420376
67578,Warden sends guards after Archie and Betty as they attempt to escape the prison on a motorcycle.,tt8451428,tt5420376
326985,Warden sends guards after Archie and Betty as they attempt to escape the prison on a motorcycle.,tt8451428,tt5420376
246517,,tt8451428,tt5420376
130626,Recap.,tt8451428,tt5420376
171718,Archie and Jughead head off on railroad tracks as they head out of Riverdale.,tt8451434,tt5420376
246514,[Elvis Presley cover version],tt8451436,tt5420376
173712,Hiram enters the barn while Archie and Jughead escape,tt8451436,tt5420376
173497,Veronica is mopping Pops Diner after sleeping over in her speakeasy.,tt8451436,tt5420376
62827,"At La Bonne Nuit, Reggie bartends and asks Veronica what's wrong; He suggests they begin a side hustle.",tt8451436,tt5420376
246515,,tt8451436,tt5420376
173590,Veronica and Elio battle it out at a game of blackjack for the deed to Pops.,tt8451436,tt5420376
173227,Betty discovers that the Sisters of Mercy are giving the patients the Fizzle Rocks as a reward; (repeats) Betty steals a paperclip then confronts Ethel about kissing Jughead.,tt8451436,tt5420376
112461,Veronica and Reggie.,tt8451436,tt5420376
174260,Montage; The Vixens walk the hallway of Riverdale High; Kevin and Moose make out in a classroom; Cheryl finds that several of the Vixen's fall into seizure.,tt8451438,tt5420376
246510,[Cover version],tt8451438,tt5420376
246511,,tt8451438,tt5420376
246512,,tt8451438,tt5420376
246513,[Cover version],tt8451438,tt5420376
147102,Cheryl and Toni declare their love for one another then kiss; Cheryl and Toni walk hand in hand when Kevin and Moose tell them they can't hold hands at school.,tt8451442,tt5420376
178552,Josie sings at La Bonne Nuit; Veronica shows Cheryl and Toni to their usual table then with Reggie about their intake.,tt8451442,tt5420376
178553,Josie rehearses at La Bonne Nuit as Veronica and Hiram talk business; Veronica agrees to her father's offer of protection.,tt8451442,tt5420376
246509,,tt8451442,tt5420376
164930,Archie heads out to check the trails; Reggie heads back to town with the latest stock for La Bonne Nuit when he gets a flat.,tt8451442,tt5420376
178560,"Veronica apologizes to Reggie for what happened to him, then tells him that she knows of a way to outsmart her father.",tt8451442,tt5420376
178562,S3E10 'Chapter Forty-Five: The Stranger' promo.,tt8451442,tt5420376
246506,,tt8451446,tt5420376
179261,"At La Bonne Nuit for Archie's welcome back party, Veronica sings to Archie; Archie has a panic attack and leaves the club.",tt8451446,tt5420376
246507,,tt8451446,tt5420376
179263,Hermoine calls FP for a meeting; Betty with her dad; Reggie at the hospital to comfort Veronica; Jughead reassures Sweet Pea and Fangs.,tt8451446,tt5420376
271800,"At the end, Archie in the room.",tt8451446,tt5420376
181003,"Jughead and Betty stumble upon the Maple Club, where they find Penelope Blossom running a betrothal.",tt8451440,tt5420376
181004,"Josie sings at La Bonne Nuit; Archie drinks when Reggie cuts him off which causes him to lash out in anger; (repeats) Veronica pays Jughead, but tells him she doesn't want to know who shot her father.",tt8451440,tt5420376
129869,"Archie, Veronica, Betty and Jughead have a meal at Pop's. Kevin and Josie protest against their parents' wedding plans; They win them over with plans for a party at La Bonne Nuit.",tt8451444,tt5420376
246503,,tt8451444,tt5420376
182261,Cheryl listens to Kevin's woes then gives him advice on finding someone else.,tt8451444,tt5420376
240561,Veronica tells Reggie there's no way she can put together the money to pay off the buyer.,tt8451444,tt5420376
246504,"At Pop's, Archie and Josie find out that Josie was rejected after her audition.",tt8451444,tt5420376
166323,"Veronica and Reggie meet with the buyer of the Fizzle Rocks, who turns out to be Gladys Jones.",tt8451444,tt5420376
182262,Cheryl apologizes to Moose for outting him.,tt8451444,tt5420376
246505,Josie at Archie's house to rehearse; Reggie has sex at Veronica's house; Toni has sex at Cheryl's house; Jughead has sex at Betty's house; They all get a call.,tt8451444,tt5420376
154787,Kevin and Moose meet up to lose their virginity.,tt8451444,tt5420376
182263,Josie and Archie sing; Sierra and Tom marvel at their wedding cake; Moose tells Kevin he's leaving town; Cheryl surprises Toni with a new girl group; Veronica gives her mother bad news.,tt8451444,tt5420376
179075,Cheryl trying to fix things with Toni after their first fight.,tt8451444,tt5420376
246500,,tt8451450,tt5420376
246501,,tt8451450,tt5420376
186166,Jughead goes to talk with Kurtz.,tt8451450,tt5420376
186164,Josie sings at La Bonne Nuit; Archer fights against Randy Van Ronson during their boxing match; Josie arrives at the boxing match to watch Archie.,tt8451450,tt5420376
186195,Archie and Josie make out.,tt8451450,tt5420376
246502,,tt8451450,tt5420376
246499,,tt8589998,tt5420376
187312,(0:10),tt8589998,tt5420376
187189,Veronica plots with Reggie to install permanent gambling to make more money.,tt8589998,tt5420376
187301,"At Pop's, Josie and Archie feed Ricky.",tt8589998,tt5420376
187295,Gladys tells Veronica of her glory days performing at the Whyte Wyrm; Veronica offers her a chance to perform again.,tt8589998,tt5420376
187294,Montage; Veronica and Reggie show the La Bonne Nuit staff the new enhancements they've made.,tt8589998,tt5420376
187296,"[On-screen performance] At La Bonne Nuit, Gladys performs.",tt8589998,tt5420376
78816,"At the bar, Veronica finds Gladys making herself a drink and her father showing guests around under the guise that he created the casino.",tt8589998,tt5420376
246497,,tt8589998,tt5420376
187302,,tt8589998,tt5420376
246498,,tt8589998,tt5420376
187192,Gladys and Hiram find Pop's diner being guarded by the Pretty Poisons.,tt8589998,tt5420376
246495,,tt8590008,tt5420376
116769,Jughead writes about the American Dream; Jughead has a picturesque breakfast with his family.,tt8590008,tt5420376
188175,Cheryl arrives at the entrance of the speakeasy with scones for Toni and asks Reggie where she is; Veronica and Toni sing in La Bonne Nuit where Cheryl finds them.,tt8590008,tt5420376
188176,"Cheryl arrives at La Bonne Nuit while Toni works; Toni questions Cheryl why's she's there, she tells her she's there to gamble.",tt8590008,tt5420376
74030,Archie fights the players and knocks them out. Before Cheryl and Toni make out.,tt8590008,tt5420376
144000,Toni and Cheryl make out on a table at La Bonne Nuit; Archie fights until there's only one left for the Red Paladin quest; Cheryl and Toni make love; Archie takes on Cap. Golightly.,tt8590008,tt5420376
187192,Cheryl leaves La Bonne Nuit after Toni says that they may have moved in together to soon,tt8590008,tt5420376
246496,,tt8590008,tt5420376
166318,F.P.'s 50th birthday party at La Bonne Nuit; Fred hugs F.P. then tells him that he's glad that they'll be neighbors.,tt8590008,tt5420376
184131,,tt8590008,tt5420376
301093,,tt8590008,tt5420376
309269,,tt8590008,tt5420376
192117,Kevin explains to a concerned Mayor Lodge and PA parents why Heathers is a good play; Betty tells Jughead that he'll find a way to stop his mother's plans.,tt8590014,tt5420376
192132,Cheryl attempts to show Toni that her moves for 'Candy Store' are better than hers.,tt8590014,tt5420376
192143,Evelyn starts off the cast party; Veronica and Reggie make up; Sweet Pea catches Josie and Archie in a romantic moment; Evelyn attempts to help Cheryl let go of her troubles.,tt8590014,tt5420376
184131,Evelyn gives Kevin a mushroom brownie.,tt8590014,tt5420376
124991,Cheryl freaks out about Toni wearing her signature color.,tt8590014,tt5420376
192161,Toni attempts to make the last of her days at Riverdale special with Peaches and Sweet Pea.,tt8590014,tt5420376
192168,Betty watches and records a private Farm ceremony with Evelyn leading Kevin and Fangs in the formal religious ceremony.,tt8590014,tt5420376
192191,Archie and Josie make a decision to wipe the slate clean and begin anew with one another.,tt8590014,tt5420376
192210,"Betty suggests to Jughead that they just be normal; Toni says it is not to late for her and Cheryl. They make up, and kiss",tt8590014,tt5420376
192303,"At Pop's, Jughead suggest to Betty that they steal back the trailer from his mother.",tt8590014,tt5420376
192240,"Veronica sings out her loneliness in a practice solo; At La Bonne Nuit, Veronica meets her parents and asks for them to come to opening of Heathers.",tt8590014,tt5420376
124973,Jughead and Betty go ahead of Jughead's family before the play; people ready for the play; Evelyn and Kevin call time for the play; Toni helps Cheryl with her makeup.,tt8590014,tt5420376
236257,The musical ends with a group sing along and wardrobe change; Jughead and Betty watch his dad's trailer burn.,tt8590014,tt5420376
124987,Toni asks Cheryl what love was like in her family; Betty and Jughead arrive at the trailer.,tt8590014,tt5420376
246494,,tt8590014,tt5420376
246493,,tt8590024,tt5420376
246492,,tt8590024,tt5420376
195376,Sweet Pea enters a comic bookstore in search of drugs; Jughead and the others end the shop.,tt8590024,tt5420376
195377,Archie invites Mad Dog into the boxing ring; Jughead receives reports back from the Serpents after the conquest of the Gargoyles; Jughead accidentally foils his fathers sting operation.,tt8590024,tt5420376
246489,,tt8590024,tt5420376
246488,,tt8590024,tt5420376
11797,Cheryl makes a school announcement about The Farm Advocacy group; Betty tells her friends of the Farm members seeing their dead loved ones; (repeats) Toni walks down the hall with the Farm members.,tt8590026,tt5420376
75487,"At La Bonne Nuit, Veronica and Elio make a deal for a boxing match between Archie and Randy.",tt8590026,tt5420376
152546,"At Pop's, Veronica brings Archie more burgers while urging him to bulk up before his match against Randy.",tt8590026,tt5420376
199743,Toni attempts to convince Cheryl to stay with her instead of going to the Farm.,tt8590026,tt5420376
199748,Betty gets her father to sign divorce papers between him and her mother then he asks her for a favor.,tt8590026,tt5420376
246487,,tt8590026,tt5420376
246486,,tt8590026,tt5420376
246485,,tt8590026,tt5420376
246484,,tt8590026,tt5420376
190604,Promo for 3x19.,tt8590026,tt5420376
102795,,tt8590030,tt5420376
246483,,tt8590030,tt5420376
201080,Josie performs at La Bonne Nuit; Gladys fights Penny during the quest to save Jellybean.,tt8590030,tt5420376
115547,Josie practices singing when Archie arrives to apologize to her for missing her performance.,tt8590030,tt5420376
156398,,tt8590030,tt5420376
201098,"Josie tells Archie that she's leaving town to go on tour with her dad, they kiss.",tt8590030,tt5420376
201053,The Jones' rob Pop's diner; Josie uses the example of the robbery to show her father why he needs to leave town.,tt8590030,tt5420376
201309,Veronica informs Josie that her father didn't pick up his ticket for her performance.,tt8590030,tt5420376
201107,Veronica tells Archie that he needs to get back in the ring; Gladys says goodbye to her family; Veronica informs Betty there was an accident with her father.,tt8590030,tt5420376
245399,,tt8590032,tt5420376
246481,,tt8590032,tt5420376
49567,Montage as Archie works out excessively to make weight for the boxing match.,tt8590032,tt5420376
13346,Prom begins; Betty hands Peaches ballots to stuff the voting box with; Jughead and Betty search for the Gargoyle King.,tt8590032,tt5420376
246482,,tt8590032,tt5420376
201965,Veronica reveals to Archie what Pop shared with her; Cheryl confesses to Toni that she's having some regrets about joining the Farm.,tt8590032,tt5420376
201966,Betty is given a message from the Gargoyle King then leaves prom.,tt8590032,tt5420376
301104,,tt8590032,tt5420376
205059,"Archie gets into the ring and Hiram follows, before Veronica starts singing.",tt8590036,tt5420376
202813,Veronica sings at La Bonne Nuit; Archie and Hiram box; La Bonne Nuit is raided.,tt8590036,tt5420376
202814,"Betty fights off Kevin and Fangs; Cheryl and Toni race to get out of The Farm, Cheryl saves Toni's life by allowing her to go without her then fights off guards.",tt8590036,tt5420376
246480,,tt8590040,tt5420376
204298,"Jughead, Betty, Archie and Veronica at Pops.",tt8590040,tt5420376
176015,Veronica kisses Archie under a tree.,tt8590040,tt5420376
204406,Betty kisses Jughead and they say 'I love you' before her quest.,tt8590040,tt5420376
205221,Betty kisses Jughead and they say 'I love you' before her quest.,tt8590040,tt5420376
251862,3x22 promo.,tt8590040,tt5420376
227955,"Cheryl flips out over the news in the newspaper; Veronica, Archie, Jughead, and Betty work on their float for the 4th of July parade.",tt9695694,tt5420376
233627,"Archie, Veronica, Betty and Jughead eat breakfast at the diner when Archie receives phone call about his dad.",tt9695694,tt5420376
235051,"Betty, Jughead, Archie, and Veronica sit in in a diner after finding Fred's car",tt9695694,tt5420376
232803,Josie sings; Fred's funeral.,tt9695694,tt5420376
232804,Cheryl's gift; The Andrews and the gang celebrate Fred's life with fireworks.,tt9695694,tt5420376
235050,,tt9695694,tt5420376
115216,Preview for next week.,tt9695694,tt5420376
301106,Archie finds out that Fred is dead while at Pop's.,tt9695694,tt5420376
301107,Archie brings Fred's body back to Riverdale; Residents stand on the street as FP's police escort passes.,tt9695694,tt5420376
170106,"Varchie and Bughead head off to their own make-out sessions, then get romantic.",tt10674820,tt5420376
233675,"Cheryl, Toni and the Vixens pass out invitations to the back-to-school party when they run across Principal Honey, who Cheryl tells that he has no power over her.",tt10674820,tt5420376
235052,Kevin and Betty talk at Pop's,tt10674820,tt5420376
233691,The back-to-school party at Thistlehouse; after Cheryl announces Principal Honey as the student body's new enemy the party continues; Jughead and Veronica talk Stonewall.,tt10674820,tt5420376
233785,Betty walks in to find Kevin sitting on a bed at a party.,tt10674820,tt5420376
233774,"At La Bonne Nuit, Veronica gives a press conference where she confesses to actions from article as well as takes a side between her parents.",tt10674820,tt5420376
235053,,tt10674820,tt5420376
46143,,tt10674820,tt5420376
61038,,tt10674820,tt5420376
235018,"Veronica, Betty, Archie and the boys throw a car wash in an attempt to get the money for the gym renovation at Pop's.",tt10884066,tt5420376
237213,,tt10884066,tt5420376
237214,,tt10884066,tt5420376
237215,,tt10884066,tt5420376
237216,,tt10884066,tt5420376
235019,After finding room ransacked Evelyn is hit over the head by Betty as she and her mother escape.,tt10884066,tt5420376
236597,Residents of Riverdale receives video tapes; Toni pressures Cheryl into burying Jason.,tt10884082,tt5420376
236279,,tt10884082,tt5420376
97678,"At Pop's, Archie and Munroe show their costumes to Veronica.",tt10884082,tt5420376
237218,[Cover version],tt10884082,tt5420376
16832,"At Pop's, Veronica's lone customer shows her a picture of his family that he's traveling home too.",tt10884082,tt5420376
237219,Archie tries to convince Eddie to tell him why he's working for Dodger.,tt10884082,tt5420376
237220,Archie's Halloween party as FP calls him to tell him he's about to pull up.,tt10884082,tt5420376
237221,,tt10884082,tt5420376
236598,Veronica arranges for Archie and Munroe to have costumes made; Jughead learns about the Stonewall Four.,tt10884082,tt5420376
236599,Cheryl claims that Jason's ghost brought the doll back; Donna drugs Jughead.,tt10884082,tt5420376
236600,Betty encounters trick-or-treaters dressed as the Black Hood and the Gargoyle King; Jughead wakes up in a coffin.,tt10884082,tt5420376
236601,Betty is prank called by someone claiming to be the Black Hood.,tt10884082,tt5420376
236602,Dodger shows up at the community center.,tt10884082,tt5420376
236260,Archie checks on the party at the gym; Eddie plays with a switchblade which Archie confiscates; Monroe alerts Archie that Dodger and his gang have arrived at the party.,tt10884082,tt5420376
236603,Cheryl and Toni make out on the bed until being interrupted by the twins crying.,tt10884082,tt5420376
236604,Mr. Honey catches Reggie and Kevin vandalizing his office; Jellybean pranks Betty.,tt10884082,tt5420376
236605,Jughead tries to break his way out the coffin; Mr. Honey pressures Kevin into telling on Reggie.,tt10884082,tt5420376
236606,"Archie and Munroe decide to keep the party at the community center going; Cheryl, Toni, and Nana Rose perform a seance.",tt10884082,tt5420376
236607,Toni and Cheryl come to an agreement after the seance.,tt10884082,tt5420376
236608,Betty and Charles trace the prank caller to Shady Groves.,tt10884082,tt5420376
236609,"Veronica realizes that she is serving a serial killer and hides in La Bonne Nuit, where she sets him on fire and escapes.",tt10884082,tt5420376
236610,Charles invites Betty to join the FBI junior program.,tt10884082,tt5420376
236611,"As Reggie and Mr. Honey leave the school, Reggie discovers that his car has been vandalized.",tt10884082,tt5420376
236612,Mr. Chipping sets Jughead free.,tt10884082,tt5420376
236613,Nana Rose tell Cheryl and Toni that Julian is haunting the doll.,tt10884082,tt5420376
199279,"At Pop's, Veronica walks in.",tt10938590,tt5420376
246462,,tt10938590,tt5420376
246463,,tt10938590,tt5420376
246464,Betty and Jughead have sex.,tt10938590,tt5420376
237754,"In his room at Stonewall, Jughead looks at the book his grandfather offered him.",tt10938590,tt5420376
246465,,tt10938590,tt5420376
246466,,tt10938590,tt5420376
246467,,tt10938590,tt5420376
22698,"(Flashforward) F.P. bursts into class to announce that Archie, Betty and Veronica are under arrest for the murder of Jughead.",tt10938590,tt5420376
238688,"Jughead and Betty meet up at Pop's where Jughead laments his writers block to Betty, she attempts to get him to relax.",tt11056146,tt5420376
246468,,tt11056146,tt5420376
246469,,tt11056146,tt5420376
238694,Reggie informs Archie that Dodger is waiting outside the gym to talk with him.,tt11056146,tt5420376
198376,,tt11056146,tt5420376
239411,Betty and Jughead reunite.,tt11056160,tt5420376
246470,"The Lodge arrive at Pop's, where there are haveing dinner Alice and FP",tt11056160,tt5420376
246471,,tt11056160,tt5420376
246472,,tt11056160,tt5420376
240361,Cheryl arrives at Pop's with her results for her Chimerism test which she shares with Toni.,tt11286746,tt5420376
240970,,tt11316620,tt5420376
85663,,tt11316620,tt5420376
246473,,tt11316620,tt5420376
246474,,tt11316620,tt5420376
246475,,tt11316620,tt5420376
244573,Archie is trying to get his Uncle Frank to stay in town by talking him into getting a local job.,tt11401822,tt5420376
246476,Jughead and Betty talk Yale at Pop's.,tt11401822,tt5420376
192303,Betty interviews football players from various schools.,tt11401822,tt5420376
246477,Munroe leaves El Royale and gets jumped by goons.,tt11401822,tt5420376
246478,,tt11401822,tt5420376
244563,Archie and Frank are eating at Pop's.,tt11401822,tt5420376
16436,Archie in his room at his desk doing homework until his mom comes in to talk about his fight at Stonewall Prep.,tt11401822,tt5420376
246479,Veronica arrives at the party and found Bret,tt11401822,tt5420376
217927,Veronica attempts to get Bret to brag about hurting Monroe as she gets him drunk off of rum until Jughead calls her out; Jughead part in the secret society is revealed to Betty through Veronica's mic.,tt11401822,tt5420376
244590,The Riverdale Vixen's perform as the Riverdale Bulldogs play against the Stonewall Stallions.,tt11401822,tt5420376
246629,Jughead and Betty in bed.,tt11372632,tt5420376
246628,,tt11372632,tt5420376
267212,Jughead and Betty in bed.,tt11372632,tt5420376
246627,,tt11372632,tt5420376
245423,"Uncle Frank is telling tales at the Andrews house, Archie comes in and he and Carlos have a conversation in the kitchen.",tt11372632,tt5420376
245397,(0:13) Kevin brutally rejects Fangs.,tt11372632,tt5420376
171515,(0:21) Veronica and Cheryl dance.,tt11372632,tt5420376
245398,(0:23) Kevin is about to film the tickle video.,tt11372632,tt5420376
246626,(0:26) Veronica and Cheryl call potential clients.,tt11372632,tt5420376
246625,,tt11372632,tt5420376
246624,,tt11372632,tt5420376
245399,"(0:40) 4 weeks later, Archie meets up with Betty at Pop's.",tt11372632,tt5420376
246586,Montage as Katy dresses Veronica in a fashion montage.,tt11630932,tt5420376
246577,Nick St. Clair arrives at the Maple Club where Toni shows him around; Cheryl sees Nick and begins to panic.,tt11630932,tt5420376
247082,,tt11630932,tt5420376
247083,,tt11630932,tt5420376
246587,"At the Maple Club, Toni serves Nick a spiked drink then lures him to a private room.",tt11630932,tt5420376
247137,Jughead faces Bret in a chess match while Betty and Alice search for the tapes,tt11630932,tt5420376
247084,,tt11630932,tt5420376
150424,S4E13 'Chapter Seventy: The Ides Of March' promo.,tt11630932,tt5420376
76193,,tt11630932,tt5420376
247335,Archie wakes up for work at Andrews Construction.,tt11662332,tt5420376
139397,Archie and Veronica have a early morning delight in the gym's office.,tt11662332,tt5420376
247460,,tt11662332,tt5420376
247334,"Cheryl asks Toni to check out a person inquiring about their rum business; Toni meets the rum connoisseur unknowingly she meeting with Hermosa, they make plan to meet again; Archie and Veronica dance.",tt11662332,tt5420376
